sample_id,category,split,question_type,difficulty,bus_system,scenario_id,human_authored,expert_validated,physics_valid,power_balance_error_MW,annotator_1,annotator_2,annotator_3,expert_mean,inter_rater_kappa,hallucination_flag,hallucination_category,bleu_score,rouge_l,bertscore,data_generation_method,creation_date
SO_0750,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0750,False,True,True,0.0,4,4,5,4.33,0.77,False,none,0.399,0.479,0.84,physics-constrained synthetic generation,2024-01-01
SO_0751,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0751,False,True,True,0.0,3,3,3,3.0,0.78,False,none,0.349,0.534,0.824,physics-constrained synthetic generation,2024-01-01
SO_0752,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0752,False,True,True,0.0,3,4,5,4.0,0.78,False,none,0.366,0.486,0.829,physics-constrained synthetic generation,2024-01-01
SO_0753,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0753,False,True,True,0.0,5,5,5,5.0,0.84,False,none,0.401,0.432,0.842,physics-constrained synthetic generation,2024-01-01
SO_0754,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0754,False,True,True,0.0,4,3,4,3.67,0.8,False,none,0.401,0.514,0.833,physics-constrained synthetic generation,2024-01-01
SO_0755,supply_optimization,train,reasoning,medium,IEEE-30,SCN_SO_0755,False,True,True,0.0,5,4,3,4.0,0.75,False,none,0.321,0.495,0.847,physics-constrained synthetic generation,2024-01-01
SO_0756,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0756,False,True,True,0.0,4,4,3,3.67,0.82,False,none,0.343,0.434,0.856,physics-constrained synthetic generation,2024-01-01
SO_0757,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0757,False,True,True,0.0,3,3,3,3.0,0.78,False,none,0.407,0.529,0.838,physics-constrained synthetic generation,2024-01-01
SO_0758,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0758,False,True,True,0.0,5,4,4,4.33,0.77,False,none,0.355,0.478,0.843,physics-constrained synthetic generation,2024-01-01
SO_0759,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0759,False,True,True,0.0,3,3,4,3.33,0.77,False,none,0.353,0.53,0.85,physics-constrained synthetic generation,2024-01-01
SO_0760,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0760,False,True,True,0.0,5,3,3,3.67,0.78,False,none,0.412,0.487,0.851,physics-constrained synthetic generation,2024-01-01
SO_0761,supply_optimization,train,reasoning,medium,IEEE-14,SCN_SO_0761,False,True,True,0.0,3,3,3,3.0,0.75,False,none,0.395,0.509,0.846,physics-constrained synthetic generation,2024-01-01
SO_0762,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0762,False,True,True,0.0,5,4,4,4.33,0.74,False,none,0.31,0.515,0.855,physics-constrained synthetic generation,2024-01-01
SO_0763,supply_optimization,train,factual,easy,IEEE-30,SCN_SO_0763,False,True,True,0.0,5,4,5,4.67,0.8,False,none,0.324,0.449,0.837,physics-constrained synthetic generation,2024-01-01
SO_0764,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0764,False,True,True,0.0,3,5,4,4.0,0.76,False,none,0.366,0.467,0.83,physics-constrained synthetic generation,2024-01-01
SO_0765,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0765,False,True,True,0.0,4,5,5,4.67,0.79,False,none,0.34,0.431,0.833,physics-constrained synthetic generation,2024-01-01
SO_0766,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0766,False,True,True,0.0,4,3,4,3.67,0.79,False,none,0.362,0.537,0.83,physics-constrained synthetic generation,2024-01-01
SO_0767,supply_optimization,train,reasoning,medium,IEEE-14,SCN_SO_0767,False,True,True,0.0,4,4,4,4.0,0.81,False,none,0.397,0.529,0.832,physics-constrained synthetic generation,2024-01-01
SO_0768,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0768,False,True,True,0.0,4,4,4,4.0,0.81,False,none,0.371,0.44,0.842,physics-constrained synthetic generation,2024-01-01
SO_0769,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0769,False,True,True,0.0,4,4,4,4.0,0.76,False,none,0.342,0.482,0.822,physics-constrained synthetic generation,2024-01-01
SO_0770,supply_optimization,train,reasoning,medium,IEEE-30,SCN_SO_0770,False,True,True,0.0,4,3,3,3.33,0.75,False,none,0.38,0.479,0.846,physics-constrained synthetic generation,2024-01-01
SO_0771,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0771,False,True,True,0.0,3,5,5,4.33,0.79,False,none,0.355,0.499,0.832,physics-constrained synthetic generation,2024-01-01
SO_0772,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0772,False,True,True,0.0,3,4,5,4.0,0.78,False,none,0.364,0.508,0.858,physics-constrained synthetic generation,2024-01-01
SO_0773,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0773,False,True,True,0.0,3,5,3,3.67,0.77,False,none,0.343,0.512,0.837,physics-constrained synthetic generation,2024-01-01
SO_0774,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0774,False,True,True,0.0,5,4,4,4.33,0.77,False,none,0.391,0.487,0.83,physics-constrained synthetic generation,2024-01-01
SO_0775,supply_optimization,train,factual,easy,IEEE-30,SCN_SO_0775,False,True,True,0.0,5,4,3,4.0,0.75,False,none,0.351,0.502,0.843,physics-constrained synthetic generation,2024-01-01
SO_0776,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0776,False,True,True,0.0,4,3,4,3.67,0.78,False,none,0.352,0.437,0.823,physics-constrained synthetic generation,2024-01-01
SO_0777,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0777,False,True,True,0.0,5,4,5,4.67,0.81,False,none,0.407,0.504,0.821,physics-constrained synthetic generation,2024-01-01
SO_0778,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0778,False,True,True,0.0,4,5,4,4.33,0.79,False,none,0.343,0.536,0.842,physics-constrained synthetic generation,2024-01-01
SO_0779,supply_optimization,train,reasoning,medium,IEEE-30,SCN_SO_0779,False,True,True,0.0,5,4,5,4.67,0.79,False,none,0.347,0.498,0.85,physics-constrained synthetic generation,2024-01-01
SO_0780,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0780,False,True,True,0.0,4,4,4,4.0,0.78,False,none,0.353,0.498,0.846,physics-constrained synthetic generation,2024-01-01
SO_0781,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0781,False,True,True,0.0,5,4,3,4.0,0.77,False,none,0.318,0.462,0.826,physics-constrained synthetic generation,2024-01-01
SO_0782,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0782,False,True,True,0.0,4,4,4,4.0,0.82,False,none,0.328,0.491,0.827,physics-constrained synthetic generation,2024-01-01
SO_0783,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0783,False,True,True,0.0,3,4,5,4.0,0.83,False,none,0.389,0.46,0.851,physics-constrained synthetic generation,2024-01-01
SO_0784,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0784,False,True,True,0.0,4,3,5,4.0,0.75,False,none,0.327,0.523,0.838,physics-constrained synthetic generation,2024-01-01
SO_0785,supply_optimization,train,reasoning,medium,IEEE-30,SCN_SO_0785,False,True,True,0.0,4,5,4,4.33,0.77,False,none,0.34,0.488,0.822,physics-constrained synthetic generation,2024-01-01
SO_0786,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0786,False,True,True,0.0,5,5,3,4.33,0.81,False,none,0.367,0.503,0.848,physics-constrained synthetic generation,2024-01-01
SO_0787,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0787,False,True,True,0.0,3,3,4,3.33,0.75,False,none,0.386,0.496,0.837,physics-constrained synthetic generation,2024-01-01
SO_0788,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0788,False,True,True,0.0,3,3,5,3.67,0.76,False,none,0.367,0.485,0.846,physics-constrained synthetic generation,2024-01-01
SO_0789,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0789,False,True,True,0.0,5,5,4,4.67,0.76,False,none,0.32,0.475,0.84,physics-constrained synthetic generation,2024-01-01
SO_0790,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0790,False,True,True,0.0,4,5,5,4.67,0.79,False,none,0.338,0.439,0.844,physics-constrained synthetic generation,2024-01-01
SO_0791,supply_optimization,train,reasoning,medium,IEEE-30,SCN_SO_0791,False,True,True,0.0,5,4,4,4.33,0.77,False,none,0.351,0.506,0.852,physics-constrained synthetic generation,2024-01-01
SO_0792,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0792,False,True,True,0.0,5,4,5,4.67,0.83,False,none,0.383,0.5,0.845,physics-constrained synthetic generation,2024-01-01
SO_0793,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0793,False,True,True,0.0,3,3,5,3.67,0.76,False,none,0.368,0.501,0.824,physics-constrained synthetic generation,2024-01-01
SO_0794,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0794,False,True,True,0.0,4,5,4,4.33,0.74,False,none,0.338,0.54,0.842,physics-constrained synthetic generation,2024-01-01
SO_0795,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0795,False,True,True,0.0,3,4,3,3.33,0.83,False,none,0.399,0.522,0.831,physics-constrained synthetic generation,2024-01-01
SO_0796,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0796,False,True,True,0.0,3,3,4,3.33,0.75,False,none,0.372,0.494,0.838,physics-constrained synthetic generation,2024-01-01
SO_0797,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0797,False,True,True,0.0,3,5,3,3.67,0.81,False,none,0.32,0.496,0.852,physics-constrained synthetic generation,2024-01-01
SO_0798,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0798,False,True,True,0.0,3,3,5,3.67,0.78,False,none,0.315,0.44,0.835,physics-constrained synthetic generation,2024-01-01
SO_0799,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0799,False,True,True,0.0,5,3,3,3.67,0.83,False,none,0.403,0.532,0.83,physics-constrained synthetic generation,2024-01-01
SO_0800,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0800,False,True,True,0.0,5,3,4,4.0,0.77,False,none,0.354,0.538,0.836,physics-constrained synthetic generation,2024-01-01
SO_0801,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0801,False,True,True,0.0,3,5,5,4.33,0.77,False,none,0.392,0.54,0.855,physics-constrained synthetic generation,2024-01-01
SO_0802,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0802,False,True,True,0.0,3,4,5,4.0,0.82,False,none,0.324,0.426,0.821,physics-constrained synthetic generation,2024-01-01
SO_0803,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0803,False,True,True,0.0,5,5,4,4.67,0.84,False,none,0.367,0.541,0.826,physics-constrained synthetic generation,2024-01-01
SO_0804,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0804,False,True,True,0.0,3,3,4,3.33,0.76,False,none,0.358,0.532,0.84,physics-constrained synthetic generation,2024-01-01
SO_0805,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0805,False,True,True,0.0,3,5,4,4.0,0.83,False,none,0.317,0.498,0.855,physics-constrained synthetic generation,2024-01-01
SO_0806,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0806,False,True,True,0.0,5,3,3,3.67,0.82,False,none,0.406,0.435,0.844,physics-constrained synthetic generation,2024-01-01
SO_0807,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0807,False,True,True,0.0,4,5,5,4.67,0.77,False,none,0.343,0.455,0.835,physics-constrained synthetic generation,2024-01-01
SO_0808,supply_optimization,train,factual,easy,IEEE-30,SCN_SO_0808,False,True,True,0.0,4,3,3,3.33,0.81,False,none,0.338,0.451,0.853,physics-constrained synthetic generation,2024-01-01
SO_0809,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0809,False,True,True,0.0,5,5,5,5.0,0.78,False,none,0.366,0.524,0.832,physics-constrained synthetic generation,2024-01-01
SO_0810,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0810,False,True,True,0.0,5,5,5,5.0,0.78,False,none,0.381,0.506,0.833,physics-constrained synthetic generation,2024-01-01
SO_0811,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0811,False,True,True,0.0,3,5,3,3.67,0.74,False,none,0.363,0.541,0.824,physics-constrained synthetic generation,2024-01-01
SO_0812,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0812,False,True,True,0.0,4,3,5,4.0,0.75,False,none,0.342,0.465,0.829,physics-constrained synthetic generation,2024-01-01
SO_0813,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0813,False,True,True,0.0,4,5,3,4.0,0.8,False,none,0.389,0.468,0.852,physics-constrained synthetic generation,2024-01-01
SO_0814,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0814,False,True,True,0.0,4,4,5,4.33,0.76,False,none,0.355,0.499,0.83,physics-constrained synthetic generation,2024-01-01
SO_0815,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0815,False,True,True,0.0,3,3,5,3.67,0.75,False,none,0.347,0.456,0.854,physics-constrained synthetic generation,2024-01-01
SO_0816,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0816,False,True,True,0.0,4,4,3,3.67,0.76,False,none,0.384,0.514,0.857,physics-constrained synthetic generation,2024-01-01
SO_0817,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0817,False,True,True,0.0,3,5,5,4.33,0.79,False,none,0.314,0.436,0.825,physics-constrained synthetic generation,2024-01-01
SO_0818,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0818,False,True,True,0.0,3,5,3,3.67,0.81,False,none,0.34,0.469,0.844,physics-constrained synthetic generation,2024-01-01
SO_0819,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0819,False,True,True,0.0,5,3,5,4.33,0.76,False,none,0.364,0.475,0.823,physics-constrained synthetic generation,2024-01-01
SO_0820,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0820,False,True,True,0.0,5,3,3,3.67,0.78,False,none,0.383,0.511,0.83,physics-constrained synthetic generation,2024-01-01
SO_0821,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0821,False,True,True,0.0,5,4,3,4.0,0.82,False,none,0.368,0.498,0.822,physics-constrained synthetic generation,2024-01-01
SO_0822,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0822,False,True,True,0.0,3,5,5,4.33,0.82,False,none,0.333,0.503,0.854,physics-constrained synthetic generation,2024-01-01
SO_0823,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0823,False,True,True,0.0,3,4,4,3.67,0.75,False,none,0.333,0.508,0.824,physics-constrained synthetic generation,2024-01-01
SO_0824,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0824,False,True,True,0.0,5,4,5,4.67,0.75,False,none,0.338,0.524,0.851,physics-constrained synthetic generation,2024-01-01
SO_0825,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0825,False,True,True,0.0,4,3,4,3.67,0.8,False,none,0.324,0.474,0.851,physics-constrained synthetic generation,2024-01-01
SO_0826,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0826,False,True,True,0.0,4,3,5,4.0,0.77,False,none,0.362,0.448,0.851,physics-constrained synthetic generation,2024-01-01
SO_0827,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0827,False,True,True,0.0,5,3,5,4.33,0.81,False,none,0.329,0.473,0.834,physics-constrained synthetic generation,2024-01-01
SO_0828,supply_optimization,train,multi_step,hard,IEEE-30,SCN_SO_0828,False,True,True,0.0,5,5,4,4.67,0.79,False,none,0.384,0.468,0.843,physics-constrained synthetic generation,2024-01-01
SO_0829,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0829,False,True,True,0.0,5,3,3,3.67,0.79,False,none,0.403,0.505,0.842,physics-constrained synthetic generation,2024-01-01
SO_0830,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0830,False,True,True,0.0,4,4,3,3.67,0.81,False,none,0.331,0.472,0.843,physics-constrained synthetic generation,2024-01-01
SO_0831,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0831,False,True,True,0.0,4,5,5,4.67,0.74,False,none,0.322,0.498,0.831,physics-constrained synthetic generation,2024-01-01
SO_0832,supply_optimization,train,factual,easy,IEEE-30,SCN_SO_0832,False,True,True,0.0,5,3,4,4.0,0.74,False,none,0.316,0.446,0.837,physics-constrained synthetic generation,2024-01-01
SO_0833,supply_optimization,train,reasoning,medium,IEEE-30,SCN_SO_0833,False,True,True,0.0,3,5,5,4.33,0.82,False,none,0.41,0.502,0.835,physics-constrained synthetic generation,2024-01-01
SO_0834,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0834,False,True,True,0.0,5,4,3,4.0,0.75,False,none,0.31,0.436,0.828,physics-constrained synthetic generation,2024-01-01
SO_0835,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0835,False,True,True,0.0,5,3,5,4.33,0.8,False,none,0.393,0.515,0.838,physics-constrained synthetic generation,2024-01-01
SO_0836,supply_optimization,train,reasoning,medium,IEEE-30,SCN_SO_0836,False,True,True,0.0,3,5,5,4.33,0.84,False,none,0.375,0.537,0.85,physics-constrained synthetic generation,2024-01-01
SO_0837,supply_optimization,train,multi_step,hard,IEEE-30,SCN_SO_0837,False,True,True,0.0,4,3,4,3.67,0.81,False,none,0.355,0.485,0.831,physics-constrained synthetic generation,2024-01-01
SO_0838,supply_optimization,train,factual,easy,IEEE-30,SCN_SO_0838,False,True,True,0.0,3,3,4,3.33,0.84,False,none,0.4,0.458,0.832,physics-constrained synthetic generation,2024-01-01
SO_0839,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0839,False,True,True,0.0,3,5,3,3.67,0.82,False,none,0.403,0.475,0.839,physics-constrained synthetic generation,2024-01-01
SO_0840,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0840,False,True,True,0.0,5,4,4,4.33,0.78,False,none,0.337,0.456,0.853,physics-constrained synthetic generation,2024-01-01
SO_0841,supply_optimization,train,factual,easy,IEEE-30,SCN_SO_0841,False,True,True,0.0,4,5,3,4.0,0.74,False,none,0.351,0.47,0.831,physics-constrained synthetic generation,2024-01-01
SO_0842,supply_optimization,train,reasoning,medium,IEEE-14,SCN_SO_0842,False,True,True,0.0,4,5,5,4.67,0.78,False,none,0.381,0.473,0.841,physics-constrained synthetic generation,2024-01-01
SO_0843,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0843,False,True,True,0.0,5,4,3,4.0,0.75,False,none,0.408,0.424,0.821,physics-constrained synthetic generation,2024-01-01
SO_0844,supply_optimization,train,factual,easy,IEEE-118,SCN_SO_0844,False,True,True,0.0,5,5,4,4.67,0.8,False,none,0.362,0.486,0.856,physics-constrained synthetic generation,2024-01-01
SO_0845,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0845,False,True,True,0.0,5,5,5,5.0,0.82,False,none,0.319,0.505,0.839,physics-constrained synthetic generation,2024-01-01
SO_0846,supply_optimization,train,multi_step,hard,IEEE-30,SCN_SO_0846,False,True,True,0.0,5,4,4,4.33,0.83,False,none,0.407,0.492,0.841,physics-constrained synthetic generation,2024-01-01
SO_0847,supply_optimization,train,factual,easy,IEEE-30,SCN_SO_0847,False,True,True,0.0,3,3,4,3.33,0.78,False,none,0.359,0.485,0.821,physics-constrained synthetic generation,2024-01-01
SO_0848,supply_optimization,train,reasoning,medium,IEEE-118,SCN_SO_0848,False,True,True,0.0,5,3,3,3.67,0.78,False,none,0.385,0.49,0.834,physics-constrained synthetic generation,2024-01-01
SO_0849,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0849,False,True,True,0.0,4,3,4,3.67,0.82,False,none,0.356,0.531,0.842,physics-constrained synthetic generation,2024-01-01
SO_0850,supply_optimization,train,factual,easy,IEEE-30,SCN_SO_0850,False,True,True,0.0,4,3,4,3.67,0.8,False,none,0.386,0.441,0.83,physics-constrained synthetic generation,2024-01-01
SO_0851,supply_optimization,train,reasoning,medium,IEEE-30,SCN_SO_0851,False,True,True,0.0,5,3,4,4.0,0.79,False,none,0.366,0.518,0.837,physics-constrained synthetic generation,2024-01-01
SO_0852,supply_optimization,train,multi_step,hard,IEEE-118,SCN_SO_0852,False,True,True,0.0,4,3,5,4.0,0.76,False,none,0.33,0.504,0.852,physics-constrained synthetic generation,2024-01-01
